Record creation date,Maker,Model,Model year,Begin date of manufacturing,End date of manufacturing,Potential number of units affected,Defect summary,Consequence summary,Corrective summary
20150109,LINCOLN,MKC,2015,20140421,20140515,9038,"Nova Bus (Nova) is recalling certain model year 2007-2009 LFS transit buses manufactured January 1, 2007, to December 31, 2009.  A power feed cable in the battery compartment may have been incorrectly routed and clipped.  As a result, the battery cable may prematurely wear and short to ground.",A battery cable that shorts to ground increases the risk of a fire.,"Nova notified owners, and dealers inspected the buses and correctly routed the battery power feed cable, as necessary, free of charge.  Owners may contact Nova customer service at 1-450-472-6410. Nova's number for this recall is CR1332."
20150109,FORD,ESCAPE,2014,20140415,20140508,9038,"Nova Bus (Nova) is recalling certain model year 2007-2009 LFS transit buses manufactured January 1, 2007, to December 31, 2009.  A power feed cable in the battery compartment may have been incorrectly routed and clipped.  As a result, the battery cable may prematurely wear and short to ground.",A battery cable that shorts to ground increases the risk of a fire.,"Nova notified owners, and dealers inspected the buses and correctly routed the battery power feed cable, as necessary, free of charge.  Owners may contact Nova customer service at 1-450-472-6410. Nova's number for this recall is CR1332."
20150112,WINNEBAGO,ITASCA VIVA,2015,20131113,20141223,1107,"Nova Bus (Nova) is recalling certain model year 2007-2009 LFS transit buses manufactured January 1, 2007, to December 31, 2009.  A power feed cable in the battery compartment may have been incorrectly routed and clipped.  As a result, the battery cable may prematurely wear and short to ground.",A battery cable that shorts to ground increases the risk of a fire.,"Nova notified owners, and dealers inspected the buses and correctly routed the battery power feed cable, as necessary, free of charge.  Owners may contact Nova customer service at 1-450-472-6410. Nova's number for this recall is CR1332."
20150112,WINNEBAGO,TREND,2015,20131113,20141223,1107,"Nova Bus (Nova) is recalling certain model year 2009 LFS transit buses manufactured January 1, 2009, to December 31, 2009.  In the affected buses, the brake hose fitting crimping ring may have been damaged and, as a result, the crimping ring may fail where the brake hose attaches to the air brake chamber.","Failure of the crimping rimgs may affect the braking performance, increasing the risk of a crash.","Nova has notified owners, and dealers inspected and replaced the damaged fittings, as necessary, free of charge.  Owners may contact Nova customer service at 1-450-472-6410.  Nova's number for this recall is CR1430."
20150112,WINNEBAGO,ITASCA VIVA,2014,20131113,20141223,1107,"Nova Bus (Nova) is recalling certain model year 2007 LFS transit buses manufactured January 1, 2007, to December 31, 2007.  In the affected vehicles, the band clamp on the flex pipe between the turbocharger and the diesel particulate filter may be incorrectly located allowing the exhaust pipe to leak hot exhaust gases onto nearby components.","If the components are exposed to hot exhaust gases, there is an increased risk of a fire.","Nova notified owners, and dealers correctly positioned the clamps on the affected vehicles, free of charge. Owners may contact Nova customer service at 1-450-472-6410. Nova's number for this recall is CR1261."
20150112,WINNEBAGO,TREND,2014,20131113,20141223,1107,"Nova Bus (Nova) is recalling certain model year 2006 LFS transit buses manufactured January 1, 2006, to December 31, 2006. In the affected vehicles, the air lines for the rear brake system may have an incorrectly positioned retaining ring (ferrule). ","The incorrectly positioned retaining ring may allow the air line to detach, compromising the rear axle braking performance and increasing the risk of a crash.","Nova has notified owners, and dealers have inspected the air lines and repositioned the ferrules, as necessary, free of charge.  Owners may contact Nova customer service at 1-450-472-6410. Nova's number for this recall is CR1247R1."
20150112,WINNEBAGO,TRAVATO,2015,20131113,20141223,1107,"Nova Bus (Nova) is recalling certain model year 2009-2010 LFS transit buses manufactured January 1, 2009, to December 31, 2010 with ZFAV132 rear axles.  The affected vehicles may have been produced with rear axle half shafts that received an inadequate surface treatment which may result in axle shaft failure.","If the axle half shaft fails, the bus would be disabled, increasing the risk of a crash.","Nova has notified the affected owners, and all affected buses have been reapired, free of charge.  Owners may contact Nova customer service at 1-450-472-6410.  Nova's number for this recall is BS1555."
20150112,WINNEBAGO,TRAVATO,2014,20131113,20141223,1107,"Nova Bus (Nova) is recalling certain model year 2009-2010 LFS transit buses manufactured January 1, 2009, to December 31, 2010 with ZFAV132 rear axles.  The affected vehicles may have been produced with rear axle half shafts that received an inadequate surface treatment which may result in axle shaft failure.","If the axle half shaft fails, the bus would be disabled, increasing the risk of a crash.","Nova has notified the affected owners, and all affected buses have been reapired, free of charge.  Owners may contact Nova customer service at 1-450-472-6410.  Nova's number for this recall is BS1555."
20150112,ENTEGRA,ASPIRE,2015,20140714,20141029,11,"Newmar Corporation (Newmar) is recalling certain model year 2013-2014 King Aire and Essex vehicles manufactured April 12, 2013, to October 18, 2013, and built on Spartan Chassis.  In the affected vehicles, the steering linkage castlenuts may loosen without warning and the steering linkage may separate from the bell cranks.","If the steering linkage separates from the bell cranks, a loss of vehicle control may result, increasing the risk of a crash.","Newmar will notify owners, and Spartan dealers will inspect the steering linkage castle nuts and tighten them, as necessary, free of charge.  The manufacturer has not yet provided a notification schedule. Owners may contact Newmar customer service at 1-800-731-8300."
20150114,SUNNYBROOK,REMINGTON,2015,20120507,20141113,746,"Newmar Corporation (Newmar) is recalling certain model year 2013-2014 King Aire and Essex vehicles manufactured April 12, 2013, to October 18, 2013, and built on Spartan Chassis.  In the affected vehicles, the steering linkage castlenuts may loosen without warning and the steering linkage may separate from the bell cranks.","If the steering linkage separates from the bell cranks, a loss of vehicle control may result, increasing the risk of a crash.","Newmar will notify owners, and Spartan dealers will inspect the steering linkage castle nuts and tighten them, as necessary, free of charge.  The manufacturer has not yet provided a notification schedule. Owners may contact Newmar customer service at 1-800-731-8300."
20150114,WINNEBAGO,MINNIE,2015,20120507,20141113,746,"Newmar Corporation (Newmar) is recalling certain model year 2013-2014 King Aire and Essex vehicles manufactured April 12, 2013, to October 18, 2013, and built on Spartan Chassis.  In the affected vehicles, the steering linkage castlenuts may loosen without warning and the steering linkage may separate from the bell cranks.","If the steering linkage separates from the bell cranks, a loss of vehicle control may result, increasing the risk of a crash.","Newmar will notify owners, and Spartan dealers will inspect the steering linkage castle nuts and tighten them, as necessary, free of charge.  The manufacturer has not yet provided a notification schedule. Owners may contact Newmar customer service at 1-800-731-8300."
20150114,SUNNYBROOK,REMINGTON,2014,20120507,20141113,746,"Newmar Corporation (Newmar) is recalling certain model year 2013-2014 King Aire and Essex vehicles manufactured April 12, 2013, to October 18, 2013, and built on Spartan Chassis.  In the affected vehicles, the steering linkage castlenuts may loosen without warning and the steering linkage may separate from the bell cranks.","If the steering linkage separates from the bell cranks, a loss of vehicle control may result, increasing the risk of a crash.","Newmar will notify owners, and Spartan dealers will inspect the steering linkage castle nuts and tighten them, as necessary, free of charge.  The manufacturer has not yet provided a notification schedule. Owners may contact Newmar customer service at 1-800-731-8300."
20150114,SUNNYBROOK,REMINGTON,2013,20120507,20141113,746,"Altec Industries Inc. (Altec) is recalling certain model year 2005-2013 Altec Crane Telescopic Jib's manufactured March 1, 2005, to August 30, 2013.  There may be un-impeded movement of the telescopic jib if the limiting pin is not inserted in the correct position.",The un-impeded movement of the jib may increase the risk of injury to the operator or those nearby.,"Altec will notify owners, and dealers will install a retrofit kit that will aid the operator in the proper placement of the pin, free of charge. The recall is expected to begin March 3, 2015.  Owners may contact Altec customer service at 1-877-462-5832.  Altec's number for this recall is CSN 610."
20150114,SUNNYBROOK,REMINGTON,2012,20120507,20141113,746,"Altec Industries Inc. (Altec) is recalling certain model year 2005-2013 Altec Crane Telescopic Jib's manufactured March 1, 2005, to August 30, 2013.  There may be un-impeded movement of the telescopic jib if the limiting pin is not inserted in the correct position.",The un-impeded movement of the jib may increase the risk of injury to the operator or those nearby.,"Altec will notify owners, and dealers will install a retrofit kit that will aid the operator in the proper placement of the pin, free of charge. The recall is expected to begin March 3, 2015.  Owners may contact Altec customer service at 1-877-462-5832.  Altec's number for this recall is CSN 610."
20150114,WINNEBAGO,MINNIE,2013,20120507,20141113,746,"Altec Industries Inc. (Altec) is recalling certain model year 2005-2013 Altec Crane Telescopic Jib's manufactured March 1, 2005, to August 30, 2013.  There may be un-impeded movement of the telescopic jib if the limiting pin is not inserted in the correct position.",The un-impeded movement of the jib may increase the risk of injury to the operator or those nearby.,"Altec will notify owners, and dealers will install a retrofit kit that will aid the operator in the proper placement of the pin, free of charge. The recall is expected to begin March 3, 2015.  Owners may contact Altec customer service at 1-877-462-5832.  Altec's number for this recall is CSN 610."
20150114,WINNEBAGO,MINNIE,2014,20120507,20141113,746,"Altec Industries Inc. (Altec) is recalling certain model year 2005-2013 Altec Crane Telescopic Jib's manufactured March 1, 2005, to August 30, 2013.  There may be un-impeded movement of the telescopic jib if the limiting pin is not inserted in the correct position.",The un-impeded movement of the jib may increase the risk of injury to the operator or those nearby.,"Altec will notify owners, and dealers will install a retrofit kit that will aid the operator in the proper placement of the pin, free of charge. The recall is expected to begin March 3, 2015.  Owners may contact Altec customer service at 1-877-462-5832.  Altec's number for this recall is CSN 610."
20150116,TOYOTA,PRIUS V,2014,20131107,20150107,4971,"Altec Industries Inc. (Altec) is recalling certain model year 2005-2013 Altec Crane Telescopic Jib's manufactured March 1, 2005, to August 30, 2013.  There may be un-impeded movement of the telescopic jib if the limiting pin is not inserted in the correct position.",The un-impeded movement of the jib may increase the risk of injury to the operator or those nearby.,"Altec will notify owners, and dealers will install a retrofit kit that will aid the operator in the proper placement of the pin, free of charge. The recall is expected to begin March 3, 2015.  Owners may contact Altec customer service at 1-877-462-5832.  Altec's number for this recall is CSN 610."
20150116,TOYOTA,PRIUS V,2015,20131107,20150107,4971,"Altec Industries Inc. (Altec) is recalling certain model year 2005-2013 Altec Crane Telescopic Jib's manufactured March 1, 2005, to August 30, 2013.  There may be un-impeded movement of the telescopic jib if the limiting pin is not inserted in the correct position.",The un-impeded movement of the jib may increase the risk of injury to the operator or those nearby.,"Altec will notify owners, and dealers will install a retrofit kit that will aid the operator in the proper placement of the pin, free of charge. The recall is expected to begin March 3, 2015.  Owners may contact Altec customer service at 1-877-462-5832.  Altec's number for this recall is CSN 610."
